,model_name,provider,target_class_id,target_class_name,target_class_name_clean,calibration_method,slug,accuracy,precision,recall,f1,brier_score,sm_ece,binned_ece,ood_accuracy,ood_precision,ood_recall,ood_f1,ood_brier_score,ood_sm_ece,ood_binned_ece
37,ViT-B-32-quickgelu,openai,12,park,park,isotonic,openai--ViT-B-32-quickgelu--12--park--isotonic,0.7272847682119206,0.6951438848920863,0.3100681909346169,0.4288488210818308,0.19264811085544922,0.012670192604177169,0.008832957638020547,0.8820754716981132,0.848297213622291,0.7828571428571428,0.8142644873699851,0.1228981572714738,0.15394349574757624,0.18694319266755627
38,ViT-B-32-quickgelu,openai,12,park,park,sba,openai--ViT-B-32-quickgelu--12--park--sba,0.7398675496688741,0.7424381301558204,0.3249097472924188,0.45200892857142855,0.18874008127390035,0.06208682341849516,0.0748426493686556,0.8471698113207548,0.8112582781456954,0.7,0.7515337423312883,0.15134409851804195,0.14972015164185581,0.20835292460221164
39,ViT-B-32-quickgelu,openai,13,parking_garage-outdoor,outdoor parking garage,sigmoid,openai--ViT-B-32-quickgelu--13--parking_garage-outdoor--sigmoid,0.8939030883919062,0.8544995794785534,0.8183648811921064,0.8360419666735239,0.0798962286211787,0.016706405488420898,0.017828217898992978,0.9102990033222591,0.7831325301204819,1.0,0.8783783783783784,0.06604372997846791,0.11460473783759227,0.1146357343121694
40,ViT-B-32-quickgelu,openai,13,parking_garage-outdoor,outdoor parking garage,isotonic,openai--ViT-B-32-quickgelu--13--parking_garage-outdoor--isotonic,0.8949680511182109,0.8407079646017699,0.8417237213048732,0.8412155363252164,0.07964878211356387,0.01314896165634305,0.011978696722318334,0.8928571428571429,0.7514450867052023,1.0,0.858085808580858,0.06886363962901974,0.11002958173183572,0.11157646189842906
41,ViT-B-32-quickgelu,openai,13,parking_garage-outdoor,outdoor parking garage,sba,openai--ViT-B-32-quickgelu--13--parking_garage-outdoor--sba,0.9221246006389776,0.8789936102236422,0.8864277084172372,0.8826950070182474,0.06364421148787625,0.03179857486933184,0.032670712892178544,0.8662790697674418,0.7078039927404719,1.0,0.8289054197662061,0.09471279498419614,0.15567492594276527,0.155741216018649
42,ViT-B-32-quickgelu,openai,14,playground,playground,sigmoid,openai--ViT-B-32-quickgelu--14--playground--sigmoid,0.9290705339485827,0.9185997469422185,0.8632580261593341,0.890069472823866,0.05277157048431845,0.012753190401186255,0.012098391936722987,0.6937842778793418,0.64,0.21621621621621623,0.32323232323232326,0.18992462255885698,0.14544995719897863,0.15349196837038337
43,ViT-B-32-quickgelu,openai,14,playground,playground,isotonic,openai--ViT-B-32-quickgelu--14--playground--isotonic,0.9292023731048121,0.91375,0.8692033293697978,0.890920170627666,0.05282469648829436,0.009754249119124961,0.008338128666662972,0.7084095063985375,0.6758620689655173,0.2648648648648649,0.38058252427184464,0.19531504276509346,0.15195808160417282,0.1621420636527935
44,ViT-B-32-quickgelu,openai,14,playground,playground,sba,openai--ViT-B-32-quickgelu--14--playground--sba,0.955833882663151,0.9461663947797716,0.9195402298850575,0.9326633165829146,0.03495645007756105,0.030162925846195034,0.030308636610201323,0.7440585009140768,0.8169014084507042,0.31351351351351353,0.453125,0.16502471876921876,0.13793654313128567,0.16277258489574636
45,ViT-B-32-quickgelu,openai,15,pond,pond,sigmoid,openai--ViT-B-32-quickgelu--15--pond--sigmoid,0.9016042780748663,0.8638980263157895,0.8383878691141261,0.8509518023491291,0.07166162605264961,0.015727294107262035,0.016218762140168715,0.9142407553107789,0.8091451292246521,0.969047619047619,0.8819068255687974,0.06732921223753634,0.08885418124788204,0.09372040403782984
46,ViT-B-32-quickgelu,openai,15,pond,pond,isotonic,openai--ViT-B-32-quickgelu--15--pond--isotonic,0.9032085561497326,0.8485915492957746,0.8655227454110136,0.8569735282497036,0.07145649353749614,0.009719125307886265,0.008902512086704149,0.9016522423288749,0.77882797731569,0.9809523809523809,0.8682824025289779,0.07061761900396103,0.09070334404411813,0.09917105888133762
47,ViT-B-32-quickgelu,openai,15,pond,pond,sba,openai--ViT-B-32-quickgelu--15--pond--sba,0.9097593582887701,0.8448210922787194,0.8950518754988028,0.8692113931408642,0.06957162390913046,0.033140934597312426,0.03530936748619153,0.9079464988198269,0.8011928429423459,0.9595238095238096,0.8732394366197183,0.07068757666140628,0.08460836345435581,0.08887040408062188
48,ViT-B-32-quickgelu,openai,16,train_station-platform,platform train station,sigmoid,openai--ViT-B-32-quickgelu--16--train_station-platform--sigmoid,0.9511217948717948,0.9238319591676483,0.9318811881188119,0.9278391167192429,0.036735652855819034,0.012744609109016305,0.012240519173113557,0.8925,0.9306930693069307,0.7230769230769231,0.8138528138528138,0.07821571296061314,0.06568389855747168,0.06647629557134792
49,ViT-B-32-quickgelu,openai,16,train_station-platform,platform train station,isotonic,openai--ViT-B-32-quickgelu--16--train_station-platform--isotonic,0.9508547008547008,0.9227753822030577,0.9322772277227723,0.9275019700551616,0.03713750421876696,0.011379017977044624,0.011230913070448392,0.8925,0.9306930693069307,0.7230769230769231,0.8138528138528138,0.07862148650125458,0.06521281955658668,0.06563971493014834
50,ViT-B-32-quickgelu,openai,16,train_station-platform,platform train station,sba,openai--ViT-B-32-quickgelu--16--train_station-platform--sba,0.9724893162393162,0.9513429349941611,0.9679207920792079,0.9595602669807617,0.023667118705203723,0.02558459031031763,0.025704434096828162,0.89375,0.9353233830845771,0.7230769230769231,0.8156182212581344,0.07888736190314032,0.038766393834108764,0.04075264406958013
51,ViT-B-32-quickgelu,openai,17,river,river,sigmoid,openai--ViT-B-32-quickgelu--17--river--sigmoid,0.8231593038821955,0.7490526315789474,0.7104632587859425,0.7292477966796475,0.12393694162680177,0.022183629217712247,0.023553044685273878,0.8622078968573731,0.7250470809792844,0.9390243902439024,0.8182784272051009,0.10170401279450454,0.10968352095164237,0.11829208129323497
52,ViT-B-32-quickgelu,openai,17,river,river,isotonic,openai--ViT-B-32-quickgelu--17--river--isotonic,0.8251673360107095,0.7256970610399397,0.7691693290734825,0.7468010856921288,0.12326645147317981,0.012318972322631017,0.010856264877900446,0.8331990330378727,0.6735042735042736,0.9609756097560975,0.7919597989949749,0.1081115060817529,0.11368173908481718,0.13171138508413452
53,ViT-B-32-quickgelu,openai,17,river,river,sba,openai--ViT-B-32-quickgelu--17--river--sba,0.8448460508701473,0.7595522964106523,0.7859424920127795,0.7725220804710501,0.11554033253968325,0.0444382845302494,0.046481270180239655,0.8251410153102336,0.66110183639399,0.9658536585365853,0.7849355797819624,0.11490908667923216,0.1338776260434608,0.1541317147949499
54,ViT-B-32-quickgelu,openai,18,schoolhouse,schoolhouse,sigmoid,openai--ViT-B-32-quickgelu--18--schoolhouse--sigmoid,0.9411843695447831,0.9254709254709255,0.8982511923688394,0.9116579265832997,0.04584943791318147,0.01258944245186916,0.01180994217872059,0.6648106904231625,0.3333333333333333,0.0033333333333333335,0.006600660066006601,0.32173593652803245,0.260681095904183,0.30484375435406075
55,ViT-B-32-quickgelu,openai,18,schoolhouse,schoolhouse,isotonic,openai--ViT-B-32-quickgelu--18--schoolhouse--isotonic,0.9409158050221565,0.9165329052969502,0.9077901430842608,0.9121405750798722,0.04591602687930327,0.011908929196563492,0.010766399741143151,0.6648106904231625,0.4,0.006666666666666667,0.013114754098360656,0.32393972386978026,0.24794310060563785,0.30700833452069504
56,ViT-B-32-quickgelu,openai,18,schoolhouse,schoolhouse,sba,openai--ViT-B-32-quickgelu--18--schoolhouse--sba,0.9503155633140862,0.9217767295597484,0.9320349761526232,0.9268774703557312,0.038227154876863276,0.020020635937661114,0.019528715789963912,0.6659242761692651,0.5,0.006666666666666667,0.013157894736842105,0.2962967337026645,0.2598831832986815,0.27917120504354215
57,ViT-B-32-quickgelu,openai,19,viaduct,viaduct,sigmoid,openai--ViT-B-32-quickgelu--19--viaduct--sigmoid,0.9244704942054083,0.8882282996432818,0.8871733966745843,0.8877005347593583,0.05518345628481986,0.013460241988672675,0.01150300577398689,0.7873338545738858,0.7781954887218046,0.4928571428571429,0.6034985422740525,0.1296815520771834,0.10669032664660782,0.1232027774735844
58,ViT-B-32-quickgelu,openai,19,viaduct,viaduct,isotonic,openai--ViT-B-32-quickgelu--19--viaduct--isotonic,0.9247369122152658,0.8819633813790417,0.8962787015043547,0.889063420380915,0.05547440408411529,0.010104077177170974,0.0082720523363976,0.8014073494917905,0.7862068965517242,0.5428571428571428,0.6422535211267606,0.12259444555717862,0.09286585484645835,0.10439476043082763
59,ViT-B-32-quickgelu,openai,19,viaduct,viaduct,sba,openai--ViT-B-32-quickgelu--19--viaduct--sba,0.9368589316637804,0.8989113530326595,0.9152810768012668,0.9070223617104747,0.0486142740433882,0.018287994153175197,0.017775412313681366,0.9179046129788898,0.8604118993135011,0.8952380952380953,0.8774795799299884,0.07129256661781697,0.06322466594172031,0.07330097643399293
